artist,genre,Start,End,Location,Hotttnesss,Discovery,Familiarity
The Bell Cafe Band,acid jazz,"New York, NY, US",9999,9999,0.205033,0.242384,0.1455413041852343
St Germain-en-Laye,acid jazz,France,9999,9999,0.217236,0.242609,0.10626412843224609
Venom Meets Marco Di Marco,acid jazz,Great Britain / UK,2007,9999,0.09236,0.242233,0.23187287919116473
Toby Smith,acid jazz,London,1992,9999,0.192425,0.254085,0.0
Jenny Devivo,acid jazz,"Chilmark, MA, US",9999,9999,0.107185,0.245734,0.0
Capital Swing,acid jazz,"Midlothian, Scotland, GB",1990,2000,0.154664,0.254272,0.2433969803358578
Mark S. Greer,acid jazz,"California, US",9999,9999,0.055733,0.254233,0.2433596483361366
Darkk Bros.,acid jazz,Illinois,9999,9999,0.019954,0.261554,0.2503675347453316
Bill Runge,acid jazz,"Ontario, CA",9999,9999,0.046331,0.257796,0.24677026154143122
Tom Broderick,acid jazz,"Colorado, US",9999,9999,0.009977,0.256902,0.2459144972401308
Billy Shaw,acid jazz,"Vicksburg, Mississippi",9999,9999,0.149414,0.261614,0.25042496859105645
Walt Johnson,acid jazz,California,1970,1990,0.181524,0.262915,0.2516703258125238
Deep Pocket Theory,acid jazz,"Texas, US",9999,9999,0.049428,0.260407,0.24926959106122465
Gabe Cummins,acid jazz,"New York, NY, US",9999,9999,0.156387,0.263454,0.25218627319328546
Karime Kendra,acid jazz,"London, England, GB",9999,9999,0.208492,0.260926,0.24976639382674468
Igor Rybnikov,acid jazz,Ukraine,9999,9999,0.145513,0.263234,0.2519756824256277
Dwarf Electro,acid jazz,"London, England, GB",1999,9999,0.239468,0.206845,0.19799839698264263
The Vogado Projects Vol. 1,acid jazz,none,9999,9999,0.091048,0.216846,0.2075716618342146
Aim UK,acid jazz,none,2000,2000,0.218693,0.235959,0.2258672133898686
Deejedies,acid jazz,none,9999,9999,0.099802,0.220596,0.12698968015523665
His Masters Voice,acid jazz,"Braunschweig, Lower Saxony, DE",1996,9999,0.249743,0.214648,0.2054676686191606
Derrick McKenzie,acid jazz,"London, England",1992,9999,0.228766,0.209151,0.2002057711200014
Stand Up Eight,acid jazz,"San Francisco, CA, US",9999,9999,0.066755,0.25982,0.24870769660388312
The Bobby Blackston Band,acid jazz,"London, England, GB",9999,9999,0.096243,0.259856,0.248742156911318
Bisquera Brothers,acid jazz,"Los Angeles, CA, US",9999,9999,0.125607,0.258983,0.24790649445602136
Reality Brothers,acid jazz,none,9999,9999,0.095494,0.171772,0.013726220820063424
Positive Flow/Donna Gardier,acid jazz,none,9999,9999,0.163506,0.166448,0.15932914588685684
Suede Shades,acid jazz,none,9999,9999,0.095967,0.178481,0.012199732251930327
Bloo Zbir,acid jazz,none,9999,9999,0.174031,0.173605,0.0981536281381405
Chanan,acid jazz,none,9999,9999,0.171436,0.170483,0.12219044064826522
Acid Trippin,acid jazz,none,9999,9999,0.067125,0.175825,0.0
Sodatones,acid jazz,none,9999,9999,0.184614,0.169118,0.16188495202161307
Sofa Surfer,acid jazz,none,1997,9999,0.16976,0.169356,0.04265878352244538
Humble Munk,acid jazz,"Dallas, TX, US",9999,9999,0.133676,0.177937,0.02656641977131496
Sonoluce,acid jazz,Austria,2000,2010,0.092096,0.178677,0.17103512087634526
Jason Kay,acid jazz,"Tempe, AZ, US",1992,9999,0.32587,0.187153,0.06177014349593353
The Deep Child,acid jazz,"Woodbridge,Virginia,United States",9999,9999,0.173737,0.181596,0.04536199524755348
Kraac & Smaak,acid jazz,none,9999,9999,0.071832,0.186083,0.009100225515257132
Lemon Juice Quartet,acid jazz,United States,2000,2010,0.202732,0.187484,0.029273805389506774
Aja West & Friends,acid jazz,Italy,9999,9999,0.079301,0.185081,0.17716522667671192
Beachlife,acid jazz,none,9999,9999,0.104003,0.193193,0.03181106317329491
Trio Electro,acid jazz,none,9999,9999,0.123733,0.190141,0.18200881433284175
Montefiory Cocktail,acid jazz,none,9999,9999,0.114428,0.18705,0.021166895710317095
Envelop,acid jazz,Brazil,9999,9999,0.22841,0.182349,0.08466317307379467
Sientific American,acid jazz,none,2000,2010,0.222732,0.195657,0.09594258696888508
City Lix,acid jazz,none,9999,9999,0.090251,0.197093,0.014307357804210366
Homosapienz,acid jazz,none,9999,9999,0.195452,0.141741,0.056773285271658334
Nine Yards Orchestra,acid jazz,Germany,9999,9999,0.078275,0.15392,0.14733695889950615
Jan Peter Schwalm,acid jazz,none,9999,9999,0.211802,0.140349,0.045998168876915074
Benevento,acid jazz,none,9999,9999,0.263699,0.118775,0.023007202714398697
Freedom Nation,acid jazz,Poland,9999,9999,0.230307,0.104459,0.022144702301370507
Lucius 14,acid jazz,none,9999,9999,0.108625,0.197063,0.18863476566796636
The Tito Lopez Combo,acid jazz,United Kingdom,9999,9999,0.157411,0.179581,0.04533235083741723
Snow Boy,acid jazz,none,9999,9999,0.220432,0.179363,0.09268409794306208
Nuclear Losь,acid jazz,none,9999,9999,0.101578,0.214669,0.1583881355693484
Cool Sheiks,acid jazz,"Helsinki, Uusimaa, FI",1988,9999,0.208309,0.212761,0.05333643197723986
Wai Wan,acid jazz,none,9999,9999,0.095684,0.219532,0.01645951614043491
F.R.I.S.K.,acid jazz,none,9999,9999,0.193278,0.215914,0.09912821556163569
"Jazzanova, Joe Dukie",acid jazz,none,9999,9999,0.06965,0.102439,0.007592289160987791
The Nick Rossi Set,acid jazz,none,9999,9999,0.192458,0.100893,0.015591398593845793
Ken Lovern,acid jazz,"Kansas, US",9999,9999,0.029931,0.255192,0.24427763263697228
The Bass Mint Bros,acid jazz,"Massachusetts, US",9999,9999,0.120215,0.255546,0.24461649232674895
Alan Ichiyasu,acid jazz,"Illinois, US",9999,9999,0.015813,0.255192,0.24427763263697228
3 O' Clock Shadow,acid jazz,"San Francisco Bay Area, CA, US",9999,9999,0.065861,0.256902,0.2459144972401308
I Speak,acid jazz,"Virginia,United States",9999,9999,0.304049,0.257456,0.10697422526033817
Pnu Riff,acid jazz,none,9999,9999,0.116118,0.256375,0.1466112779020962
Granddaddy Mack,acid jazz,"California, US",9999,9999,0.052371,0.25655,0.24557755201187828
Dan Schwindt,acid jazz,"Colorado, US",9999,9999,0.088788,0.256902,0.2459144972401308
Keith Kehrer,acid jazz,"Los Angeles, CA, US",9999,9999,0.149718,0.256902,0.2459144972401308
Wally Jericho,acid jazz,"Ontario, CA",9999,9999,0.07059,0.255478,0.24455140063492745
Neil Angilley,acid jazz,"Great Britain, GB",9999,9999,0.18695,0.263757,0.252476314114196
Slack Baba,acid jazz,"Brighton, England, GB",9999,9999,0.192951,0.259268,0.2481793052232144
AMe one,acid jazz,"Ikeda, Neyagawa-shi, Osaka Prefecture, JP",9999,9999,0.176217,0.259007,0.24792946799431126
Jazzjet,acid jazz,United Kingdom,9999,9999,0.149299,0.259071,0.24799073076308445
Buck Dewey Big Band,acid jazz,"Boston, MA, US",9999,9999,0.119938,0.257936,0.24690427384812255
Big Tall Wish,acid jazz,"New York, NY, US",9999,9999,0.162467,0.259704,0.2485966578354817
Pete Carney,acid jazz,"Illinois, US",2000,2010,0.147346,0.258898,0.24782512984124447
Duke of Harringay,acid jazz,"Chelmsford, Essex, England",1994,9999,0.253847,0.228334,0.11190453273135757
Voodoo Dogs,acid jazz,"Bakersfield, CA, US",9999,9999,0.24098,0.224574,0.11196774743393333
Jazztronic,acid jazz,Japan,1998,9999,0.260205,0.228877,0.21908810513281102
De Phaz,acid jazz,none,9999,9999,0.129969,0.223518,0.030154204437707263
Groovekojad,acid jazz,none,1999,9999,0.258136,0.22752,0.07523959692901656
Moe's Kitchen,acid jazz,"San Francisco, CA, US",1990,2000,0.253985,0.225078,0.21545158546766532
Urban Jazz Naturals,acid jazz,"Missouri, US",9999,9999,0.198162,0.19896,0.190450632423634
The Hip Joints,acid jazz,none,9999,9999,0.105266,0.208881,0.19994731881423952
Helios Jive,acid jazz,"Hollywood, Los Angeles, CA, US",9999,9999,0.233349,0.254444,0.2435616240269357
Naoyuki Honzawa,acid jazz,none,9999,9999,0.068597,0.145317,0.1391019026533234
"DULFER, CANDY",acid jazz,none,9999,9999,0.150135,0.253362,0.028796773268853902
Mandorla,acid jazz,United States,9999,9999,0.295993,0.146846,0.14056550848854524
Modernday Soothsayers,acid jazz,"Tokyo, Tokyo Prefecture, JP",9999,9999,0.214806,0.142217,0.13613448729087232
Adam Makowicz,acid jazz,Czechoslovakia,2015,9999,0.331584,0.419204,0.4012749643873998
4 Wings,acid jazz,none,9999,9999,0.251889,0.426136,0.4079104880301453
A>S>H>S,acid jazz,"Amman, Amman, JO",9999,9999,0.281616,0.424605,0.4064449677333993
The Eight Minutes,acid jazz,"Andover, MA, US",9999,9999,0.187841,0.410773,0.39320455183229497
Heights of Abraham,acid jazz,"Hull, England, GB",1992,9999,0.335697,0.410259,0.39271253522058536
DJ Trouble,acid jazz,"Austin, TX, US",9999,9999,0.321311,0.41012,0.3925794801446561
The Grassy Knoll,acid jazz,"San Francisco, CA, US",1990,2000,0.333674,0.41748,0.3996246985535722
Nina Karlsson,acid jazz,"Saint Petersburg, Russia",9999,9999,0.31717,0.414144,0.39643137673127005
Enders Room,acid jazz,"Weilheim, Bavaria, DE",9999,9999,0.264194,0.393625,0.3767899587241302
Repercussions,acid jazz,"East Northport, NY, US",1990,2000,0.226397,0.384561,0.36811361909662804
Lalomie Washburn,acid jazz,none,1990,1990,0.265514,0.381758,0.365430501270515
A New Funky Generation,acid jazz,none,9999,9999,0.243062,0.378744,0.36254540775360294
James Beige,acid jazz,United Kingdom,9999,9999,0.275729,0.377512,0.36136609945471915
Galaxian,acid jazz,"Glasgow, Scotland, GB",9999,9999,0.3626,0.37831,0.36212996960285976
Ludivine,acid jazz,"Los Angeles, CA, US",9999,9999,0.23366,0.377273,0.3611373213025818
Afro Elements,acid jazz,United Kingdom,1990,2010,0.345962,0.401697,0.38451672543564797
Treologic,acid jazz,"Chicago, IL, US",2000,2010,0.284414,0.408403,0.39093591492616303
MONDAY満ちる,acid jazz,none,1990,2010,0.267986,0.408371,0.37326926398119625
Ray Gaskins,acid jazz,"Maryland, US",1990,2000,0.308436,0.401195,0.3840361955930833
Nick Van Gelder,acid jazz,North London,9999,9999,0.317421,0.398733,0.3816794934568399
Dave Hubbard,acid jazz,"South Florida, FL, US",1970,1980,0.279215,0.398089,0.38106303684605974
Common Cause,acid jazz,"Albuquerque, NM, US",1990,2000,0.394384,0.399149,0.3820777014538655
Marcos Suzano,acid jazz,"Rio de Janeiro, Rio de Janeiro, BR",1993,2007,0.301242,0.379765,0.36352274036168764
Electric Brother,acid jazz,Romania,2000,2000,0.33208,0.384657,0.36820551324978784
Domenico Ferrari,acid jazz,"Rome, Lazio, IT",2000,2010,0.286859,0.380742,0.36445795481624077
New Sector Movements,acid jazz,"London, England, GB",1990,9999,0.30081,0.379246,0.3630259375961676
nadiamori,acid jazz,"Nice, Provence-Alpes-Cote d'Azur, FR",9999,9999,0.208386,0.379289,0.36306709851893704
Jimi Tenor & Kabu Kabu,acid jazz,none,9999,9999,0.207492,0.379001,0.3627914160594577
Max Cole,acid jazz,"Brussels, Capital Region of Brussels, BE",2007,9999,0.322771,0.380965,0.3646714172761848
William Aura,acid jazz,none,1970,2000,0.251038,0.384093,0.36766563509997413
J Spencer,acid jazz,"Bartlett, IL, US",1990,2000,0.298237,0.388119,0.37151944614811216
Soul Dhamma,acid jazz,"Philadelphia, PA, US",1990,1990,0.147797,0.388043,0.3714466966101941
Urbanator,acid jazz,"New York, NY, US",1990,2000,0.321043,0.387866,0.3712772667653057
David Moss,acid jazz,"New York, NY, US",1970,2010,0.345796,0.383991,0.3675679975622419
Family Vision Care,acid jazz,"Cologne, North Rhine-Westphalia, DE",1994,9999,0.227898,0.383456,0.3670558791045286
Slide Five,acid jazz,"San Francisco, CA, US",1990,2000,0.265949,0.383537,0.3671334147962571
Mademoiselle,acid jazz,"Boston, MA, US",2001,2010,0.347423,0.390611,0.37390486520721805
Waiwan,acid jazz,none,9999,9999,0.272807,0.385142,0.36866977016939706
Jay Kay,acid jazz,"Stretford, Manchester, England, GB",1992,9999,0.353103,0.387872,0.3712830101498782
Roller Coaster,acid jazz,"Seoul, Seoul, KR",9999,9999,0.323228,0.386173,0.3696566750851026
Amen Andrews,acid jazz,"Redruth, England, GB",1989,9999,0.34129,0.385134,0.36866211232330043
Uniquetunes,acid jazz,"Saint Petersburg, Russia",2005,2010,0.322178,0.376482,0.36038015176977567
Yukihiro Fukutomi,acid jazz,"Tokyo Prefecture, JP",1990,2000,0.349998,0.376381,0.3602834714628056
12 O'Clock,acid jazz,"New York, NY, US",9999,9999,0.407411,0.376615,0.3568777936181299
Belladona,acid jazz,"Rome, Lazio, IT",2005,9999,0.323193,0.376863,0.36074485669012857
Ace of Clubs,acid jazz,"Birmingham, England, GB",9999,9999,0.258614,0.376158,0.3600700090028615
DJ Naked,acid jazz,"Hitchin,England",9999,9999,0.326438,0.376024,0.35994174008074264
Leena Conquest,acid jazz,"New York, NY, US",2000,2000,0.282188,0.376273,0.3601800905405008
Vivienne Mckone,acid jazz,United Kingdom,1990,2000,0.194075,0.373291,0.35732562840797527
Hobex,acid jazz,"Durham, NC, US",1996,9999,0.298489,0.371816,0.3559137130339058
The 13th Sign,acid jazz,none,1990,1990,0.195399,0.375031,0.3589912099339962
Jaymz Nylon,acid jazz,none,2000,2010,0.264357,0.371974,0.3560649554943146
The Mackrosoft,acid jazz,"Amsterdam, North Holland, NL",2000,2000,0.248345,0.380455,0.36418322958752347
Lюк,acid jazz,none,1999,9999,0.286598,0.38023,0.24833235181926655
Anthony Nicholson,acid jazz,"Chicago, IL, US",1990,2000,0.255946,0.382702,0.36633412710991947
Mephisto Odyssey,acid jazz,"San Francisco, CA, US",2007,9999,0.316233,0.38093,0.36463791419951197
Quartetto Moderno,acid jazz,none,1990,2000,0.11029,0.382929,0.3665514184929119
The Escalators,acid jazz,"London, England, GB",1980,1990,0.2943,0.382733,0.36636380126354395
Klément Julienne,acid jazz,"Paris, Ile-de-France, FR",1990,2000,0.297029,0.414088,0.3963777718085935
Somewhere off Jazz Street,acid jazz,none,9999,9999,0.305106,0.410401,0.3928484619888009
The Society,acid jazz,"Bogota, Distrito Especial, CO",2000,2010,0.317757,0.372173,0.3562554444159687
Ice One,acid jazz,"Illinois, US",9999,9999,0.278569,0.372036,0.3561243038015636
Jam Nation,acid jazz,"Las Vegas, NV, US",9999,9999,0.274583,0.368977,0.3531961349003579
Zventa Sventana,acid jazz,"Moscow,Russia",9999,9999,0.261414,0.371582,0.3556897210355789
Huba,acid jazz,"Helsinki, Uusimaa, FI",9999,9999,0.292982,0.369311,0.35351584997489294
PPP,acid jazz,"Detroit, MI, US",2000,2010,0.535569,0.369265,0.2917954240617265
Baby Fox,acid jazz,"Newark, NJ, US",1990,2000,0.327629,0.369092,0.24132332262697137
Electroslide,acid jazz,France,9999,9999,0.22835,0.37013,0.3542998219690373
Vanessa Haynes,acid jazz,"London, England, GB",9999,9999,0.272302,0.359125,0.343765497432336
Jason Raso,acid jazz,"Ontario, CA",9999,9999,0.26869,0.360637,0.34521283034460243
Cpen,acid jazz,"Los Angeles, CA, US",2000,2010,0.328556,0.358484,0.3431519125138421
HaDag Nachash,acid jazz,"Jerusalem, Jerusalem, IL",1996,9999,0.291479,0.360736,0.3453075961900484
Smoked Sugar,acid jazz,Malaysia,9999,9999,0.199201,0.35446,0.33930001592722814
B-Hut,acid jazz,"London, England, GB",9999,9999,0.079065,0.351949,0.3368964094836428
Liquid Lounge,acid jazz,Germany,9999,9999,0.303664,0.351393,0.3363641891799258
Yasushi Ide,acid jazz,none,1990,1990,0.122513,0.35355,0.3384289359337344
Cameron Mizell,acid jazz,"New York, NY, US",2005,9999,0.35639,0.352963,0.3378670414763929
Mr. Electric Triangle,acid jazz,Russia,1990,2000,0.171619,0.352064,0.33700649102128205
The Troublemakers,acid jazz,"Namsos, Nord-Trondelag, NO",2000,2010,0.289938,0.351824,0.33677675563838266
小林武史,acid jazz,none,9999,9999,0.217411,0.351883,0.24609676799983937
Mayales,acid jazz,none,9999,9999,0.251176,0.364764,0.34916332169971065
Cafe Drechsler,acid jazz,Austria,9999,9999,0.244597,0.364643,0.34904749677749886
Raise The Roof,acid jazz,"Hialeah, FL, US",2000,2010,0.29486,0.362515,0.3470105097157905
Kjartan Sveinsson,acid jazz,Iceland,1998,2013,0.328916,0.362259,0.1851947740528914
Cecil Parker,acid jazz,"Hastings, England, GB",1928,1969,0.245779,0.364111,0.3485382500120718
Eightrack Mind,acid jazz,"Bozeman, MT, US",9999,9999,0.30446,0.367053,0.35135442291411406
Itoa,acid jazz,LONDON,9999,9999,0.205812,0.365917,0.35026700876839006
Shiva Sound,acid jazz,"Barcelona, Catalonia, ES",9999,9999,0.310497,0.367152,0.35144918875956005
Eighth Wave,acid jazz,"Wigan, England, GB",2006,2006,0.229451,0.366988,0.35129220291457874
Tango Tempo,acid jazz,"Uzhhorod, Zakarpattia Oblast, UA",9999,9999,0.292346,0.366187,0.3505254610741519
Edison Machado,acid jazz,Brazil,1960,1970,0.28762,0.372246,0.3563253222616007
Nova Fronteira,acid jazz,"London, England, GB",1990,2010,0.288912,0.371797,0.3558955256494263
Ghetto Philharmonic,acid jazz,"New York, NY, US",1990,2000,0.182916,0.360684,0.34525782019042023
Globe Unity Orchestra,acid jazz,none,1960,2010,0.310706,0.360615,0.3451917712678366
Robert Miles & Trilok Gurtu,acid jazz,none,9999,9999,0.266543,0.355884,0.3406631125324314
PIXSID,acid jazz,"San Francisco, CA, US",9999,9999,0.325226,0.355762,0.3405463303794576
Egy Kiss Erzsi Zene,acid jazz,none,1996,9999,0.295728,0.357339,0.34205588329125935
Jung Collective,acid jazz,none,9999,9999,0.124976,0.355528,0.34032233838113063
Meirelles,acid jazz,none,9999,9999,0.344089,0.356197,0.3409627257609628
Elizabeth Shepherd Trio,acid jazz,none,2000,2010,0.236654,0.35685,0.3415877974486017
DJ Stix,acid jazz,"Guildford, England, GB",1990,2000,0.292757,0.356677,0.3414221965267617
Takada,acid jazz,none,1990,1990,0.318278,0.357738,0.3424378183653296
Ahmad Miller,acid jazz,"Bradenton, FL, US",9999,9999,0.212507,0.352977,0.337880442707062
Ïony,acid jazz,Sweden,9999,9999,0.189067,0.356454,0.3412087340668176
Capitol A,acid jazz,"Pennsylvania, US",2000,2010,0.264271,0.355072,0.3398858411536217
Norm Stockton,acid jazz,"Mission Viejo,California,United States",9999,9999,0.292328,0.354247,0.33909612577490483
Burning Giraffe,acid jazz,"Melbourne, Victoria, AU",9999,9999,0.304285,0.35421,0.3390607082367079
Wahoo,acid jazz,"Delaware, US",2000,2010,0.40788,0.432326,0.4094066195123598
Muki,acid jazz,"Qevuzat Yavne, Central, IL",1992,9999,0.370063,0.433134,0.41460918890318804
Anthea,acid jazz,"Paris, Ile-de-France, FR",1990,2010,0.361929,0.431075,0.41263825076406324
Ali Shaheed Muhammad,acid jazz,"Brooklyn, New York, NY, US",1988,9999,0.420995,0.431225,0.4010935718273557
Wolfgang Dauner,acid jazz,"Stuttgart, Baden-Wurttemberg, DE",1960,2000,0.382619,0.423359,0.40525225820384636
Inculto,acid jazz,Lithuania,2003,2011,0.377234,0.438995,0.42021951839974475
Spring Heel Jack,acid jazz,"London, England, GB",1994,9999,0.395313,0.456978,0.4374333991942472
Phat Fred,acid jazz,"Barcelona, Catalonia, ES",2000,2010,0.319039,0.456537,0.4370112604281695
The Third Degree,acid jazz,"Un', Sverdlovsk Oblast, RU",9999,9999,0.292738,0.469043,0.4489823883387543
The Dave Pike Set,acid jazz,"Detroit, MI, US",1960,1980,0.323233,0.469032,0.44897185880037144
Pat Appleton,acid jazz,"Berlin, Berlin, DE",2000,2010,0.325727,0.470827,0.45069008801830684
Black Science Orchestra,acid jazz,United Kingdom,1990,2010,0.385842,0.436505,0.417836013802163
Snooze,acid jazz,"London, England, GB",1991,9999,0.435485,0.438649,0.3999398768929996
Black & Brown,acid jazz,"Sudbury, Ontario, CA",1990,1990,0.348992,0.438669,0.4199074611713063
Trip Hop,acid jazz,"Un', Sverdlovsk Oblast, RU",9999,9999,0.585546,0.437066,0.3197491138788023
Tarika Blue,acid jazz,none,1970,1980,0.299877,0.436531,0.41786090180197716
Animate Objects,acid jazz,"Champaign, IL, US",2003,9999,0.339431,0.43545,0.4168261353481676
The Chesterfields,acid jazz,"New York, NY, US",2000,2010,0.342896,0.43927,0.420482756859317
Karl Frierson,acid jazz,"Florence, SC, US",2000,2000,0.298278,0.441506,0.4226231248433301
Marxman,acid jazz,"London, England, GB",1989,1996,0.346213,0.43959,0.4207890707031829
Eddie Warner,acid jazz,France,9999,9999,0.275133,0.433528,0.41498633782344796
noJazz,acid jazz,"Paris, Ile-de-France, FR",2002,9999,0.386603,0.429975,0.41158529692577417
Moscow Grooves Institute,acid jazz,Russia,1995,9999,0.318941,0.428579,0.4102490027819091
Flowering Inferno,acid jazz,none,2000,2000,0.300982,0.427778,0.40948226094148227
The Jazz Renegades,acid jazz,none,1980,1990,0.225663,0.426558,0.40831443941174345
Knowtoryus,acid jazz,Germany,1990,2000,0.215364,0.426807,0.40855278987150156
Dave Barbour,acid jazz,"Long Island, NY, US",1939,1949,0.330695,0.41731,0.39946196932401845
Beef Wellington,acid jazz,"London, Ontario, CA",2000,2010,0.314323,0.416621,0.3988024373289446
The Basement Khemist,acid jazz,"Kansas City,Kansas,United States",9999,9999,0.261975,0.419675,0.40172582007634
Gak Sato,acid jazz,none,9999,9999,0.282458,0.416623,0.3988043517904688
Barry Guy,acid jazz,"London, England, GB",1970,2010,0.404341,0.416724,0.3965445162651353
Dwight Trible,acid jazz,"Los Angeles, CA, US",2000,2010,0.347157,0.421738,0.40370058713851303
Andy Lewis,acid jazz,"London, England, GB",2015,9999,0.400529,0.423418,0.40501632764507006
Tom Urleena,acid jazz,none,9999,9999,0.12542,0.415667,0.3978892391819194
Flim,acid jazz,"Padang Besar, Songkhla, TH",1995,9999,0.351157,0.41979,0.40183590161397925
SynthpathiC,acid jazz,"Istanbul, Istanbul, TR",9999,9999,0.265336,0.416843,0.39901494255812664
Insolito Club,acid jazz,none,9999,9999,0.088684,0.416036,0.39824245733312724
Mama Oliver,acid jazz,"Vienna, Vienna, AT",1990,2010,0.332173,0.416175,0.3983755124090565
The Groovechasers,acid jazz,United Kingdom,9999,9999,0.210122,0.423112,0.40501582220561233
Mike Ladd,acid jazz,"Cambridge, MA, US",1997,9999,0.438994,0.424571,0.38523110694116575
Jairzinho Oliveira,acid jazz,"Rio de Janeiro, Rio de Janeiro, BR",1990,2010,0.318603,0.420633,0.4026428471464136
Varano,acid jazz,"Copenhagen, Hovedstaden, DK",2000,2010,0.292924,0.424996,0.4068192449613729
Organic Grooves,acid jazz,"New York, NY, US",1990,2010,0.296239,0.43059,0.41217399384445397
Swell Session,acid jazz,none,2000,2010,0.304582,0.430347,0.4119413867692683
Butti 49,acid jazz,"Oslo, Oslo Fylke, NO",2000,2010,0.331457,0.429113,0.4107601640088604
The Landau Orchestra,acid jazz,none,2000,2010,0.238923,0.436319,0.41765796888041595
Blue Knights,acid jazz,"Denver, CO, US",1990,2010,0.337695,0.428289,0.4099714058609056
Megashira,acid jazz,"Frankfurt, Hesse, DE",1990,2000,0.344613,0.413438,0.39575557181324084
Uriel,acid jazz,"Jerusalem, Jerusalem, IL",1990,2000,0.398507,0.413401,0.39572015427504387
George Colligan,acid jazz,"Columbia, MD, US",1990,2010,0.299875,0.414418,0.39669365796008016
Woobie Doobie,acid jazz,none,9999,9999,0.256111,0.419067,0.40114382377299473
Nostalgia 77 Octet,acid jazz,none,2000,2010,0.306816,0.418804,0.40089207208256744
Reminiscence Quartet,acid jazz,none,1990,2000,0.213668,0.419872,0.40191439453646993
Lee McDonald,acid jazz,"Dublin, GA, US",9999,9999,0.120039,0.419895,0.4019364108439978
Brother Sun Sister Moon,acid jazz,Belgium,1990,2000,0.315992,0.417563,0.3997041487068249
Sweet Electra,acid jazz,"Guadalajara, Jalisco, MX",2000,9999,0.358243,0.431728,0.41326332245170216
The Baldwin Brothers,acid jazz,"Chicago, IL, US",1983,9999,0.323121,0.438227,0.41948436517446647
Lюk,acid jazz,"Maryland, US",1999,2011,0.369963,0.422661,0.25888340958896733
Night Train,acid jazz,"Durham, NC, US",2001,2006,0.443151,0.422427,0.3810855146193857
The Tarantulas,acid jazz,"Atka Airport, Atka, AK, US",1990,2000,0.354355,0.425078,0.4068977378838636
SHUDOSHI,acid jazz,"Atlanta, GA, US",9999,9999,0.236841,0.423104,0.40500816435951564
Radiojam,acid jazz,none,9999,9999,0.303927,0.425537,0.40733710680365876
FX,acid jazz,Spain,2009,9999,0.371501,0.421626,0.40359337729315997
Emperors New Clothes,acid jazz,none,1990,2010,0.243172,0.394324,0.37745906302682475
Freedom or Not,acid jazz,"Guildford, England, GB",1990,2000,0.260316,0.393514,0.37668370610953916
Type,acid jazz,"Washington, DC, US",9999,9999,0.390991,0.393745,0.3769048264155799
Modern Groove Syndicate,acid jazz,"Richmond, VA, US",2000,2010,0.296127,0.391503,0.37475871504699426
Bassment,acid jazz,none,9999,9999,0.407787,0.390546,0.3698885680137092
Jake Childs,acid jazz,"Austin, TX, US",2002,9999,0.348298,0.404102,0.38681886541845273
Dakah Hip Hop Orchestra,acid jazz,"Los Angeles, CA, US",2000,2010,0.274699,0.403732,0.3864646900364827
Harlem Underground,acid jazz,"New York, NY, US",1990,2000,0.269768,0.403401,0.3861478466542339
Banda Favela,acid jazz,none,1970,2010,0.149755,0.405927,0.38856581155925046
Jazzelicious,acid jazz,"Dallas, TX, US",2000,2000,0.21149,0.405934,0.3885725121745851
Groove Squared,acid jazz,Italy,2000,2010,0.300644,0.404962,0.38764208387384236
Leroy Burgess,acid jazz,"Harlem, New York, NY, US",1968,9999,0.41059,0.405799,0.3828644488864443
Stance Brothers,acid jazz,"Helsinki, Uusimaa, FI",9999,9999,0.235237,0.402941,0.3857075205036767
Jafrosax,acid jazz,Japan,9999,9999,0.247117,0.402938,0.38570464881139044
Barbara Lahr,acid jazz,Germany,1990,2010,0.275587,0.402419,0.38520784604587044
Vista Le Vie,acid jazz,"Paris, Ile-de-France, FR",9999,9999,0.281922,0.40259,0.3853715325061862
Playhouse,acid jazz,"Columbus, OH, US",2000,2010,0.395777,0.402293,0.3850872349698482
Long Tall Shorty,acid jazz,"London, England, GB",2000,9999,0.316273,0.399923,0.3828185980637162
Tony Lakatos,acid jazz,none,1990,2010,0.244707,0.400988,0.3838380488253325
Jon Eberson,acid jazz,Norway,1980,1990,0.270159,0.400346,0.38322350667607646
Flowriders,acid jazz,"Amsterdam, North Holland, NL",2004,9999,0.272711,0.400833,0.3836896780572099
Arnica Montana,acid jazz,"Perth, Western Australia, AU",2000,2000,0.212187,0.399336,0.3822567036063747
Projections,acid jazz,"Brighton, England, GB",2000,2010,0.336711,0.399105,0.38203558330033394
7 Samurai,acid jazz,Austria,9999,9999,0.335783,0.400679,0.38354226451984946
J-Radical,acid jazz,"Los Angeles, CA, US",1996,9999,0.295767,0.401582,0.3844066438980086
Kuniyuki Takahashi,acid jazz,Japan,9999,9999,0.307672,0.404517,0.3872161161847163
Kombo,acid jazz,"Naples, Campania, IT",1990,2010,0.387199,0.408518,0.39104599646380234
Tutto Matto,acid jazz,France,1990,2010,0.335249,0.407927,0.3904802730834125
Mike Paradinas,acid jazz,"Santa Rosa, CA, US",1988,9999,0.442487,0.405248,0.36592440179199426
Low Fidelity Jet-Set Orchestra,acid jazz,Italy,9999,9999,0.249352,0.411285,0.39369465398248044
Winterkids,acid jazz,"Surrey, England, GB",2004,2010,0.337934,0.412704,0.39505296443387344
